loan_amount,interest_rate,term_months,annual_income,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,mort_acc,sub_grade,purpose,home_ownership,employment_length,verification_status,default
35000,17.86,60,80000.0,31.85,0.0,1.0,18.0,0.0,65.9,6.0,D5,debt_consolidation,MORTGAGE,10+ years,Verified,0
23200,17.86,36,58000.0,28.47,0.0,0.0,7.0,1.0,98.8,5.0,D5,debt_consolidation,MORTGAGE,2 years,Source Verified,0
15400,17.86,60,35000.0,20.95,0.0,0.0,9.0,0.0,50.2,0.0,D5,debt_consolidation,RENT,10+ years,Source Verified,0
32300,21.49,36,85000.0,33.74,0.0,0.0,14.0,0.0,79.1,1.0,D5,debt_consolidation,MORTGAGE,10+ years,Verified,0
16000,18.25,60,65000.0,19.01,0.0,1.0,10.0,0.0,75.8,0.0,D5,credit_card,MORTGAGE,2 years,Not Verified,0
35000,17.86,60,100000.0,16.79,0.0,2.0,10.0,0.0,89.6,5.0,D5,credit_card,MORTGAGE,4 years,Verified,1
6950,17.86,36,14004.0,33.42,0.0,1.0,6.0,0.0,66.0,0.0,D5,debt_consolidation,OWN,Unknown,Verified,0
15000,17.86,60,50000.0,17.31,1.0,0.0,5.0,0.0,44.7,0.0,D5,debt_consolidation,RENT,8 years,Source Verified,0
12000,19.72,60,35000.0,22.22,0.0,0.0,6.0,1.0,96.1,0.0,D5,debt_consolidation,RENT,2 years,Verified,0
35000,17.86,60,250000.0,10.28,2.0,2.0,17.0,2.0,51.7,3.0,D5,debt_consolidation,MORTGAGE,6 years,Source Verified,1
3000,17.86,36,10000.0,31.57,0.0,0.0,6.0,0.0,83.0,0.0,D5,debt_consolidation,RENT,Unknown,Verified,0
16800,19.47,36,105000.0,19.56,0.0,3.0,17.0,0.0,62.1,0.0,D5,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
6650,19.72,36,24343.0,13.8,0.0,3.0,10.0,0.0,46.8,0.0,D5,other,RENT,2 years,Verified,1
15000,21.45,60,105500.0,28.52,0.0,2.0,15.0,0.0,70.3,4.0,D5,debt_consolidation,MORTGAGE,2 years,Source Verified,1
18000,18.24,60,50000.0,26.84,0.0,0.0,12.0,0.0,29.1,0.0,D5,debt_consolidation,RENT,3 years,Source Verified,0
13700,18.24,36,60000.0,20.84,0.0,2.0,14.0,0.0,81.0,0.0,D5,other,RENT,5 years,Verified,0
15000,18.24,60,110000.0,22.06,1.0,3.0,14.0,0.0,55.1,2.0,D5,car,MORTGAGE,< 1 year,Verified,0
35000,17.86,60,120000.0,28.42,0.0,0.0,15.0,0.0,28.1,1.0,D5,debt_consolidation,MORTGAGE,5 years,Source Verified,0
25000,21.45,36,49000.0,14.11,0.0,0.0,11.0,0.0,79.0,2.0,D5,credit_card,OWN,7 years,Verified,0
35000,17.86,60,140000.0,25.41,0.0,1.0,21.0,0.0,57.5,1.0,D5,debt_consolidation,MORTGAGE,9 years,Verified,1
25225,19.72,36,58000.0,32.3,0.0,2.0,13.0,0.0,92.6,0.0,D5,credit_card,RENT,Unknown,Verified,0
1000,18.24,36,30000.0,23.28,0.0,0.0,8.0,0.0,89.7,2.0,D5,medical,RENT,4 years,Not Verified,0
30000,19.72,60,103000.0,11.55,0.0,0.0,8.0,0.0,76.3,0.0,D5,credit_card,RENT,5 years,Verified,0
19300,17.86,36,85000.0,23.0,0.0,1.0,13.0,1.0,47.1,1.0,D5,debt_consolidation,MORTGAGE,5 years,Source Verified,0
29700,18.24,60,70000.0,17.93,0.0,1.0,10.0,0.0,65.7,3.0,D5,debt_consolidation,RENT,10+ years,Source Verified,0
14000,19.53,60,30000.0,49.16,0.0,0.0,11.0,0.0,91.6,0.0,D5,credit_card,RENT,< 1 year,Verified,1
28500,18.24,60,65000.0,23.63,1.0,0.0,6.0,0.0,78.2,0.0,D5,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
1000,21.49,36,36000.0,8.27,0.0,0.0,8.0,0.0,37.4,0.0,D5,debt_consolidation,RENT,1 year,Source Verified,1
20000,17.86,60,50000.0,20.98,0.0,0.0,10.0,0.0,83.0,1.0,D5,debt_consolidation,OWN,10+ years,Verified,1
30000,19.72,60,90000.0,26.28,0.0,1.0,15.0,0.0,56.7,5.0,D5,debt_consolidation,MORTGAGE,4 years,Verified,0
12000,18.24,36,40000.0,25.98,1.0,2.0,11.0,0.0,65.6,3.0,D5,debt_consolidation,MORTGAGE,Unknown,Verified,1
9000,17.86,36,49000.0,14.99,0.0,0.0,9.0,1.0,63.8,0.0,D5,debt_consolidation,RENT,10+ years,Verified,0
7200,18.24,36,53000.0,21.2,0.0,2.0,8.0,0.0,74.4,1.0,D5,home_improvement,MORTGAGE,7 years,Source Verified,0
12000,17.86,36,30000.0,38.48,0.0,0.0,15.0,0.0,74.9,0.0,D5,debt_consolidation,RENT,1 year,Verified,1
28800,17.86,60,60000.0,13.14,0.0,0.0,7.0,0.0,41.9,0.0,D5,credit_card,RENT,< 1 year,Source Verified,0
15850,19.53,36,52900.0,28.47,0.0,1.0,18.0,0.0,62.0,0.0,D5,debt_consolidation,RENT,6 years,Verified,0
15000,19.97,60,72500.0,22.25,0.0,3.0,10.0,0.0,85.0,2.0,D5,credit_card,OWN,10+ years,Source Verified,0
16100,17.86,60,32200.0,19.27,0.0,3.0,8.0,0.0,42.9,3.0,D5,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
18000,18.24,60,45000.0,6.85,2.0,0.0,5.0,0.0,85.2,3.0,D5,credit_card,MORTGAGE,10+ years,Verified,1
10075,21.49,60,39000.0,27.05,0.0,2.0,12.0,0.0,60.8,0.0,D5,debt_consolidation,RENT,7 years,Not Verified,0
11000,18.24,36,67000.0,13.77,0.0,0.0,6.0,0.0,101.7,0.0,D5,debt_consolidation,RENT,10+ years,Source Verified,0
8000,21.45,36,74000.0,23.95,0.0,0.0,27.0,1.0,55.2,0.0,D5,debt_consolidation,RENT,10+ years,Source Verified,0
12000,21.45,36,40000.0,14.34,0.0,0.0,5.0,0.0,57.1,0.0,D5,debt_consolidation,RENT,< 1 year,Verified,0
10000,19.72,36,77000.0,22.16,0.0,2.0,25.0,0.0,85.0,0.0,D5,home_improvement,RENT,4 years,Not Verified,1
31575,18.24,36,72000.0,30.55,0.0,0.0,7.0,0.0,88.1,1.0,D5,credit_card,OWN,2 years,Verified,1
14000,20.2,60,55600.0,11.29,1.0,0.0,13.0,0.0,22.9,0.0,D5,debt_consolidation,RENT,1 year,Verified,0
20000,19.72,60,70000.0,22.21,0.0,1.0,9.0,0.0,82.1,0.0,D5,medical,RENT,2 years,Verified,1
28000,18.24,60,100000.0,33.33,0.0,3.0,16.0,0.0,71.7,3.0,D5,debt_consolidation,MORTGAGE,9 years,Source Verified,1
16000,21.45,60,50000.0,23.69,10.0,2.0,7.0,0.0,66.2,4.0,D5,credit_card,RENT,3 years,Verified,0
3600,20.31,36,75000.0,34.82,0.0,0.0,19.0,0.0,82.8,1.0,D5,medical,MORTGAGE,1 year,Verified,1
7200,18.24,36,69300.0,30.98,0.0,2.0,13.0,0.0,64.1,4.0,D5,debt_consolidation,MORTGAGE,3 years,Not Verified,1
28000,19.97,60,95000.0,17.16,0.0,0.0,11.0,0.0,92.7,1.0,D5,debt_consolidation,MORTGAGE,4 years,Verified,0
21750,17.86,60,43500.0,32.11,0.0,2.0,17.0,0.0,48.1,0.0,D5,debt_consolidation,RENT,10+ years,Not Verified,0
12000,19.53,60,85000.0,22.18,0.0,1.0,13.0,0.0,69.2,2.0,D5,home_improvement,MORTGAGE,10+ years,Source Verified,1
7200,17.86,36,400000.0,4.44,1.0,1.0,10.0,1.0,0.4,2.0,D5,other,OWN,7 years,Source Verified,0
12575,18.24,36,69000.0,22.14,0.0,2.0,12.0,0.0,71.7,0.0,D5,small_business,RENT,3 years,Verified,0
25000,19.47,60,171000.0,23.39,0.0,0.0,10.0,0.0,85.1,4.0,D5,medical,MORTGAGE,7 years,Not Verified,0
15000,17.86,60,42000.0,19.57,0.0,2.0,19.0,0.0,23.8,0.0,D5,debt_consolidation,RENT,4 years,Not Verified,1
30000,19.72,60,135000.0,11.32,0.0,1.0,10.0,0.0,92.1,5.0,D5,home_improvement,MORTGAGE,10+ years,Verified,0
8400,21.85,36,55000.0,2.51,0.0,0.0,17.0,0.0,49.9,0.0,D5,debt_consolidation,RENT,< 1 year,Not Verified,0
4000,17.49,36,49000.0,11.46,2.0,1.0,15.0,0.0,95.3,0.0,D5,debt_consolidation,MORTGAGE,1 year,Source Verified,1
2175,19.99,36,24500.0,12.69,1.0,0.0,4.0,0.0,76.3,1.0,D5,debt_consolidation,RENT,10+ years,Verified,1
4000,17.86,36,95000.0,28.36,1.0,4.0,12.0,0.0,53.9,2.0,D5,medical,OWN,3 years,Verified,0
7000,21.45,36,45000.0,34.35,1.0,1.0,11.0,1.0,52.5,1.0,D5,other,MORTGAGE,10+ years,Source Verified,0
10625,17.86,36,55000.0,4.39,1.0,2.0,8.0,0.0,51.8,1.0,D5,debt_consolidation,OWN,10+ years,Source Verified,1
26500,19.72,60,59748.0,26.85,0.0,0.0,10.0,1.0,83.2,1.0,D5,debt_consolidation,MORTGAGE,Unknown,Verified,1
14000,21.49,60,72000.0,13.15,0.0,3.0,9.0,2.0,65.8,3.0,D5,debt_consolidation,MORTGAGE,2 years,Not Verified,1
18000,19.53,60,42000.0,33.86,1.0,0.0,16.0,0.0,70.5,1.0,D5,debt_consolidation,MORTGAGE,10+ years,Not Verified,1
12700,21.49,36,30266.0,27.68,0.0,1.0,10.0,0.0,62.9,0.0,D5,debt_consolidation,RENT,5 years,Verified,0
24375,19.72,60,55000.0,10.48,0.0,0.0,6.0,0.0,48.3,3.0,D5,debt_consolidation,RENT,10+ years,Verified,0
14025,17.86,36,60000.0,20.38,3.0,0.0,9.0,0.0,28.9,0.0,D5,debt_consolidation,MORTGAGE,9 years,Verified,0
20000,21.49,60,109000.0,19.93,1.0,0.0,16.0,0.0,93.9,6.0,D5,debt_consolidation,OWN,5 years,Source Verified,0
12000,20.31,60,60000.0,14.06,0.0,1.0,6.0,1.0,65.8,1.0,D5,debt_consolidation,RENT,5 years,Verified,0
17500,21.85,60,36016.55,33.79,0.0,0.0,6.0,0.0,78.6,0.0,D5,other,RENT,3 years,Not Verified,1
7475,17.86,36,17000.0,34.18,0.0,0.0,8.0,0.0,54.5,2.0,D5,debt_consolidation,MORTGAGE,Unknown,Verified,0
14400,17.86,60,50000.0,24.24,0.0,0.0,13.0,0.0,68.6,3.0,D5,credit_card,MORTGAGE,3 years,Not Verified,1
13600,18.49,60,69000.0,32.54,0.0,2.0,20.0,0.0,51.0,0.0,D5,debt_consolidation,RENT,10+ years,Verified,0
4000,21.45,36,111000.0,18.66,0.0,0.0,10.0,0.0,89.2,6.0,D5,other,OWN,10+ years,Source Verified,0
24000,21.45,60,55000.0,13.64,0.0,0.0,7.0,0.0,56.5,1.0,D5,debt_consolidation,MORTGAGE,3 years,Not Verified,0
5050,21.49,36,14904.0,7.97,2.0,1.0,12.0,0.0,12.5,0.0,D5,debt_consolidation,RENT,Unknown,Verified,1
17000,17.86,60,60000.0,16.26,0.0,2.0,30.0,1.0,37.2,1.0,D5,debt_consolidation,MORTGAGE,10+ years,Verified,0
14375,17.86,60,62000.0,21.82,1.0,0.0,23.0,0.0,72.7,0.0,D5,debt_consolidation,RENT,< 1 year,Source Verified,1
12200,19.72,36,65300.0,19.73,0.0,2.0,11.0,0.0,96.8,0.0,D5,debt_consolidation,RENT,2 years,Verified,0
35000,17.86,60,105000.0,15.5,0.0,0.0,12.0,0.0,61.8,7.0,D5,debt_consolidation,RENT,1 year,Verified,1
18000,17.86,60,43000.0,23.86,0.0,0.0,21.0,3.0,41.1,1.0,D5,debt_consolidation,MORTGAGE,5 years,Verified,0
6250,19.72,60,35000.0,22.32,0.0,0.0,11.0,0.0,52.8,1.0,D5,debt_consolidation,MORTGAGE,10+ years,Verified,0
5000,21.45,36,5940.0,14.14,1.0,0.0,6.0,1.0,16.0,1.0,D5,home_improvement,OWN,Unknown,Verified,1
6000,21.45,36,40000.0,15.81,0.0,2.0,7.0,0.0,44.0,0.0,D5,debt_consolidation,RENT,10+ years,Source Verified,0
9225,17.86,36,32000.0,31.13,0.0,1.0,18.0,0.0,38.8,0.0,D5,debt_consolidation,RENT,10+ years,Verified,1
30000,21.45,60,132000.0,18.32,1.0,1.0,11.0,0.0,98.0,0.0,D5,debt_consolidation,RENT,3 years,Not Verified,1
7800,19.47,36,31000.0,29.73,0.0,0.0,6.0,0.0,69.3,0.0,D5,debt_consolidation,RENT,10+ years,Not Verified,0
8200,17.86,36,40000.0,10.56,0.0,0.0,7.0,0.0,45.0,0.0,D5,debt_consolidation,RENT,10+ years,Source Verified,0
14000,21.49,60,74000.0,17.5,0.0,3.0,17.0,3.0,76.3,2.0,D5,debt_consolidation,MORTGAGE,10+ years,Verified,0
12000,17.86,60,85000.0,25.86,0.0,1.0,17.0,0.0,47.3,3.0,D5,car,MORTGAGE,10+ years,Source Verified,0
10000,20.2,60,53840.0,11.97,1.0,2.0,16.0,0.0,45.0,3.0,D5,other,MORTGAGE,7 years,Source Verified,0
3500,19.72,36,35200.0,26.01,0.0,3.0,9.0,1.0,53.6,0.0,D5,credit_card,RENT,4 years,Not Verified,0
8000,21.45,36,42000.0,13.3,1.0,0.0,15.0,0.0,19.1,0.0,D5,debt_consolidation,RENT,6 years,Source Verified,0
12000,21.45,60,58000.0,19.67,1.0,0.0,15.0,0.0,47.8,0.0,D5,debt_consolidation,RENT,10+ years,Not Verified,0
35000,20.2,60,125000.0,20.2,0.0,1.0,18.0,0.0,88.9,2.0,D5,other,MORTGAGE,10+ years,Source Verified,0
12250,17.86,36,35000.0,29.22,0.0,0.0,8.0,1.0,28.7,1.0,D5,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
3600,17.86,36,25000.0,19.78,0.0,2.0,4.0,0.0,93.4,0.0,D5,debt_consolidation,RENT,3 years,Verified,1
21000,21.45,60,44400.0,30.49,0.0,0.0,6.0,0.0,100.2,0.0,D5,credit_card,OWN,10+ years,Verified,0
15000,21.49,60,50000.0,15.63,0.0,1.0,8.0,0.0,21.3,2.0,D5,debt_consolidation,RENT,10+ years,Not Verified,0
6000,19.53,36,51522.0,37.83,0.0,2.0,18.0,0.0,34.9,0.0,D5,debt_consolidation,RENT,10+ years,Not Verified,1
9600,21.45,36,69000.0,11.01,0.0,0.0,5.0,0.0,86.1,1.0,D5,debt_consolidation,MORTGAGE,3 years,Source Verified,0
31200,17.86,36,62400.0,17.73,0.0,2.0,16.0,0.0,13.9,1.0,D5,debt_consolidation,MORTGAGE,4 years,Verified,0
8600,18.24,36,40000.0,21.48,3.0,0.0,11.0,1.0,18.1,6.0,D5,debt_consolidation,MORTGAGE,Unknown,Verified,0
35000,17.86,60,102000.0,13.26,4.0,1.0,11.0,0.0,77.6,4.0,D5,debt_consolidation,MORTGAGE,10+ years,Verified,0
35000,17.86,60,150000.0,18.67,2.0,2.0,21.0,0.0,63.5,3.0,D5,debt_consolidation,MORTGAGE,3 years,Source Verified,0
14400,19.53,36,45000.0,17.73,0.0,1.0,5.0,0.0,60.9,1.0,D5,debt_consolidation,MORTGAGE,4 years,Verified,1
30000,17.86,60,74000.0,33.82,0.0,3.0,23.0,0.0,23.0,0.0,D5,home_improvement,OWN,3 years,Verified,1
15000,17.86,60,52000.0,16.8,0.0,1.0,4.0,0.0,47.5,2.0,D5,debt_consolidation,RENT,10+ years,Source Verified,1
9000,19.72,36,84877.0,29.15,1.0,4.0,26.0,0.0,80.6,4.0,D5,other,MORTGAGE,10+ years,Verified,0
24000,21.49,60,85000.0,27.08,0.0,4.0,27.0,0.0,36.6,2.0,D5,debt_consolidation,RENT,3 years,Verified,1
25000,21.49,60,83000.0,9.02,0.0,2.0,8.0,3.0,70.0,1.0,D5,home_improvement,MORTGAGE,5 years,Source Verified,0
35000,17.86,60,200000.0,34.65,0.0,0.0,30.0,0.0,70.4,11.0,D5,debt_consolidation,MORTGAGE,10+ years,Verified,0
9000,17.86,36,30000.0,6.72,0.0,1.0,17.0,0.0,38.0,0.0,D5,other,RENT,2 years,Source Verified,1
10000,18.24,36,145000.0,9.45,1.0,3.0,6.0,2.0,70.0,1.0,D5,debt_consolidation,RENT,3 years,Source Verified,0
10000,22.35,60,11500.0,94.26,0.0,0.0,4.0,0.0,92.2,1.0,D5,debt_consolidation,MORTGAGE,Unknown,Verified,0
5000,22.35,36,102000.0,0.29,0.0,1.0,4.0,0.0,1.7,0.0,D5,other,RENT,4 years,Verified,1
9600,19.72,36,56000.0,15.45,1.0,0.0,9.0,0.0,57.2,4.0,D5,other,RENT,10+ years,Verified,0
16075,17.86,36,80000.0,15.71,0.0,0.0,11.0,1.0,78.0,0.0,D5,debt_consolidation,RENT,2 years,Source Verified,1
35000,18.49,36,150000.0,12.6,1.0,2.0,21.0,2.0,30.0,0.0,D5,small_business,RENT,4 years,Source Verified,0
16000,18.24,36,75000.0,22.16,0.0,0.0,11.0,0.0,86.9,0.0,D5,debt_consolidation,MORTGAGE,5 years,Not Verified,0
22350,17.86,60,80953.0,4.86,3.0,1.0,10.0,0.0,29.2,5.0,D5,debt_consolidation,RENT,8 years,Verified,1
28000,19.72,60,150520.0,14.64,0.0,1.0,11.0,0.0,77.7,5.0,D5,debt_consolidation,MORTGAGE,4 years,Verified,0
11425,21.49,60,26000.0,18.61,0.0,1.0,13.0,1.0,52.0,0.0,D5,credit_card,OWN,4 years,Source Verified,0
25000,19.72,60,90000.0,8.72,0.0,1.0,12.0,0.0,61.9,1.0,D5,small_business,MORTGAGE,1 year,Verified,1
26500,20.31,60,60000.0,15.88,0.0,2.0,11.0,1.0,53.8,1.0,D5,credit_card,OWN,8 years,Verified,0
25675,19.53,36,28800.0,87.25,4.0,1.0,19.0,0.0,49.2,3.0,D5,debt_consolidation,MORTGAGE,5 years,Verified,0
23750,19.72,60,66974.0,18.44,0.0,0.0,13.0,0.0,69.7,4.0,D5,credit_card,MORTGAGE,10+ years,Verified,0
35000,17.86,60,78600.0,25.16,0.0,1.0,14.0,0.0,44.3,6.0,D5,debt_consolidation,MORTGAGE,10+ years,Source Verified,0
30000,19.72,36,72000.0,6.57,0.0,3.0,4.0,0.0,13.1,0.0,D5,debt_consolidation,RENT,5 years,Verified,0
9925,17.86,36,54000.0,2.31,0.0,0.0,3.0,0.0,15.6,0.0,D5,home_improvement,OWN,10+ years,Source Verified,1
14000,17.86,36,85000.0,18.55,0.0,5.0,27.0,0.0,44.0,5.0,D5,debt_consolidation,MORTGAGE,6 years,Verified,0
7375,17.86,36,51000.0,11.7,0.0,0.0,16.0,0.0,65.0,0.0,D5,debt_consolidation,RENT,5 years,Verified,1
5000,19.53,36,51480.0,37.15,0.0,1.0,17.0,0.0,55.5,2.0,D5,credit_card,RENT,10+ years,Not Verified,1
7800,21.49,36,57000.0,23.48,0.0,0.0,24.0,0.0,94.5,2.0,D5,debt_consolidation,MORTGAGE,8 years,Verified,0
6400,21.45,36,40000.0,20.7,0.0,1.0,5.0,0.0,88.0,0.0,D5,debt_consolidation,RENT,2 years,Not Verified,1
14000,17.86,60,70000.0,23.25,0.0,0.0,18.0,0.0,67.0,3.0,D5,major_purchase,MORTGAGE,2 years,Verified,1
6000,17.86,36,35000.0,34.02,0.0,4.0,29.0,2.0,28.2,1.0,D5,debt_consolidation,MORTGAGE,4 years,Verified,0
3250,21.49,36,35000.0,2.95,0.0,0.0,4.0,1.0,13.8,0.0,D5,other,RENT,6 years,Source Verified,0
17100,17.86,36,81240.0,28.49,0.0,1.0,13.0,0.0,1.1,0.0,D5,other,OWN,Unknown,Verified,0
30000,20.31,60,70000.0,22.66,1.0,1.0,11.0,0.0,50.7,2.0,D5,debt_consolidation,MORTGAGE,1 year,Verified,0
8000,18.24,36,80000.0,22.32,0.0,0.0,18.0,0.0,68.9,3.0,D5,medical,OWN,10+ years,Not Verified,0
26275,17.86,60,72000.0,33.09,0.0,1.0,17.0,0.0,40.9,5.0,D5,debt_consolidation,MORTGAGE,2 years,Source Verified,0
23850,18.24,60,52000.0,14.29,0.0,1.0,12.0,0.0,45.0,2.0,D5,debt_consolidation,RENT,10+ years,Source Verified,0
10800,21.49,60,33000.0,21.8,0.0,1.0,9.0,0.0,27.6,0.0,D5,car,RENT,2 years,Source Verified,0
17400,21.45,36,50000.0,13.56,0.0,0.0,8.0,0.0,45.1,0.0,D5,debt_consolidation,RENT,6 years,Verified,0
4600,21.49,36,12835.56,25.26,1.0,0.0,4.0,0.0,0.0,0.0,D5,debt_consolidation,RENT,Unknown,Verified,1
35000,17.86,60,77000.0,28.39,0.0,0.0,21.0,0.0,60.8,3.0,D5,credit_card,MORTGAGE,10+ years,Source Verified,0
20000,21.45,60,46000.0,11.95,1.0,1.0,3.0,0.0,52.1,0.0,D5,credit_card,RENT,1 year,Not Verified,1
5200,21.49,36,51524.0,20.22,0.0,0.0,17.0,0.0,22.4,0.0,D5,debt_consolidation,RENT,< 1 year,Source Verified,0
17900,17.86,60,35800.0,38.35,0.0,1.0,9.0,1.0,37.6,0.0,D5,debt_consolidation,RENT,< 1 year,Verified,1
30000,21.45,36,275000.0,26.77,0.0,1.0,21.0,1.0,57.9,3.0,D5,home_improvement,MORTGAGE,9 years,Source Verified,0
16000,19.53,36,68000.0,11.05,1.0,0.0,7.0,0.0,35.2,4.0,D5,debt_consolidation,RENT,10+ years,Verified,1
5000,17.49,60,29162.92,24.32,0.0,1.0,8.0,0.0,92.1,0.0,D5,debt_consolidation,RENT,7 years,Verified,0
25000,21.85,60,40000.0,10.48,1.0,1.0,6.0,0.0,0.5,0.0,D5,medical,RENT,Unknown,Verified,1
40000,21.45,60,85000.0,11.15,0.0,0.0,8.0,0.0,73.6,2.0,D5,debt_consolidation,MORTGAGE,8 years,Verified,1
24000,19.47,60,86400.0,10.32,0.0,1.0,5.0,0.0,46.7,0.0,D5,debt_consolidation,MORTGAGE,4 years,Source Verified,0
16000,18.25,60,51000.0,20.45,0.0,2.0,8.0,0.0,87.0,0.0,D5,credit_card,MORTGAGE,4 years,Source Verified,0
18000,19.53,60,36000.0,18.5,0.0,0.0,7.0,0.0,0.5,1.0,D5,debt_consolidation,MORTGAGE,3 years,Verified,1
30000,18.24,60,70000.0,34.3,0.0,1.0,11.0,0.0,76.4,0.0,D5,debt_consolidation,RENT,1 year,Verified,0
16000,17.86,60,65000.0,18.48,0.0,1.0,10.0,0.0,48.4,0.0,D5,debt_consolidation,RENT,10+ years,Source Verified,0
14000,20.2,36,45000.0,20.85,0.0,3.0,10.0,0.0,46.2,0.0,D5,other,RENT,2 years,Not Verified,0
12250,21.45,36,35000.0,22.43,0.0,1.0,12.0,0.0,59.0,1.0,D5,credit_card,MORTGAGE,7 years,Verified,0
34850,19.72,60,95000.0,5.97,1.0,3.0,11.0,0.0,83.9,3.0,D5,debt_consolidation,RENT,2 years,Verified,0
16200,18.49,36,45000.0,32.64,0.0,0.0,18.0,0.0,59.2,0.0,D5,debt_consolidation,RENT,2 years,Verified,1
24000,21.85,60,36000.0,8.3,1.0,0.0,9.0,0.0,20.6,0.0,D5,major_purchase,OWN,Unknown,Verified,0
5000,19.99,36,16800.0,28.5,0.0,2.0,4.0,1.0,29.7,0.0,D5,debt_consolidation,RENT,< 1 year,Source Verified,0
12000,21.45,60,14400.0,41.92,0.0,1.0,5.0,0.0,78.3,0.0,D5,debt_consolidation,RENT,4 years,Verified,1
11000,21.49,60,45000.0,19.2,0.0,0.0,8.0,0.0,55.1,0.0,D5,moving,RENT,4 years,Verified,1
26500,19.72,60,60000.0,26.18,0.0,0.0,14.0,0.0,74.1,0.0,D5,debt_consolidation,RENT,10+ years,Verified,0
30000,18.24,60,90000.0,10.53,0.0,1.0,13.0,1.0,84.9,2.0,D5,debt_consolidation,RENT,5 years,Verified,0
6000,21.49,36,150000.0,15.73,0.0,1.0,12.0,0.0,82.4,2.0,D5,debt_consolidation,MORTGAGE,7 years,Source Verified,0
28000,21.45,60,40000.0,18.06,0.0,0.0,6.0,0.0,41.6,1.0,D5,credit_card,MORTGAGE,< 1 year,Source Verified,1
24800,17.86,60,63504.0,38.7,0.0,1.0,14.0,1.0,74.6,1.0,D5,debt_consolidation,MORTGAGE,10+ years,Verified,0
11300,20.31,36,90000.0,22.69,0.0,2.0,20.0,0.0,46.5,0.0,D5,vacation,RENT,1 year,Verified,0
14000,21.49,60,50000.0,32.38,1.0,0.0,12.0,0.0,75.3,1.0,D5,debt_consolidation,MORTGAGE,8 years,Verified,0
30000,17.86,36,120000.0,15.52,0.0,1.0,24.0,0.0,100.6,5.0,D5,debt_consolidation,MORTGAGE,4 years,Verified,1
5575,19.72,36,29800.0,24.81,0.0,2.0,8.0,0.0,63.7,1.0,D5,debt_consolidation,MORTGAGE,7 years,Not Verified,0
35000,17.86,60,95000.0,20.86,0.0,0.0,13.0,0.0,37.7,1.0,D5,debt_consolidation,MORTGAGE,3 years,Source Verified,0
35000,17.86,36,81000.0,29.91,2.0,0.0,8.0,0.0,65.6,4.0,D5,debt_consolidation,MORTGAGE,10+ years,Verified,0
9925,17.86,36,55000.0,18.24,0.0,0.0,7.0,0.0,89.3,0.0,D5,debt_consolidation,RENT,10+ years,Source Verified,0
20000,17.86,60,52000.0,38.22,0.0,0.0,30.0,0.0,35.6,1.0,D5,credit_card,MORTGAGE,< 1 year,Source Verified,1
5000,20.31,36,20000.0,22.8,0.0,1.0,11.0,0.0,96.0,0.0,D5,debt_consolidation,RENT,10+ years,Source Verified,1
20925,18.49,60,47600.0,17.47,0.0,0.0,9.0,0.0,82.7,2.0,D5,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
26625,21.49,36,60000.0,17.54,1.0,1.0,13.0,0.0,61.9,2.0,D5,other,MORTGAGE,4 years,Verified,0
13500,17.86,60,52000.0,37.41,0.0,2.0,26.0,0.0,56.3,2.0,D5,debt_consolidation,MORTGAGE,10+ years,Not Verified,0
23425,17.86,60,61000.0,32.85,1.0,0.0,14.0,0.0,63.1,0.0,D5,major_purchase,RENT,2 years,Source Verified,1
25000,21.45,36,65000.0,12.03,0.0,0.0,24.0,0.0,39.9,0.0,D5,debt_consolidation,RENT,< 1 year,Source Verified,0
20125,17.86,60,42000.0,24.63,0.0,0.0,7.0,0.0,60.5,0.0,D5,credit_card,RENT,10+ years,Source Verified,1
1400,17.86,36,55000.0,21.15,0.0,2.0,31.0,0.0,29.7,5.0,D5,other,MORTGAGE,Unknown,Verified,0
10000,19.47,36,51000.0,19.76,0.0,3.0,7.0,1.0,67.3,0.0,D5,other,OWN,8 years,Source Verified,1
15000,18.24,60,60569.0,20.51,0.0,0.0,14.0,0.0,48.7,3.0,D5,debt_consolidation,MORTGAGE,1 year,Not Verified,1
29850,18.24,60,65000.0,14.84,0.0,2.0,4.0,0.0,83.9,2.0,D5,debt_consolidation,MORTGAGE,10+ years,Source Verified,1
10000,21.49,60,92000.0,21.94,6.0,2.0,15.0,0.0,37.3,6.0,D5,home_improvement,OWN,9 years,Source Verified,0
18000,17.86,60,80000.0,35.37,0.0,2.0,11.0,0.0,83.5,1.0,D5,debt_consolidation,MORTGAGE,3 years,Verified,0
5950,21.49,36,45000.0,10.24,0.0,2.0,8.0,0.0,10.0,0.0,D5,other,RENT,3 years,Source Verified,1
19075,21.45,36,45000.0,20.2,0.0,1.0,25.0,1.0,29.2,1.0,D5,home_improvement,MORTGAGE,2 years,Verified,1
18800,17.86,60,65000.0,21.07,1.0,0.0,28.0,0.0,25.8,0.0,D5,debt_consolidation,RENT,10+ years,Verified,1
3600,20.31,36,50000.0,6.22,0.0,0.0,3.0,0.0,20.6,0.0,D5,moving,RENT,2 years,Source Verified,0
