loan_id,loan_amount,interest_rate,term_months,grade,purpose,annual_income,dti_ratio,home_ownership,employment_length,default
4966,9600.0,10.91,36,B,debt_consolidation,35079.0,17.48,MORTGAGE,10+ years,0
6857,6000.0,11.99,36,B,home_improvement,118320.0,14.25,MORTGAGE,10+ years,0
9033,15000.0,6.89,36,A,debt_consolidation,80000.0,6.56,MORTGAGE,10+ years,0
1193,7000.0,15.05,36,C,credit_card,30000.0,16.44,RENT,2 years,1
10363,30000.0,18.55,36,D,debt_consolidation,125000.0,13.23,RENT,1 year,0
9292,16800.0,16.4,36,E,debt_consolidation,80000.0,7.02,MORTGAGE,< 1 year,0
5312,15000.0,10.99,36,B,credit_card,70000.0,12.7,RENT,< 1 year,0
9378,30000.0,18.55,60,E,debt_consolidation,90000.0,19.56,MORTGAGE,10+ years,1
5650,10000.0,9.44,36,B,credit_card,65000.0,5.72,RENT,9 years,0
5915,10500.0,11.22,36,B,home_improvement,76000.0,13.3,MORTGAGE,4 years,0
8014,6000.0,5.32,36,A,debt_consolidation,96000.0,11.46,MORTGAGE,10+ years,0
7515,10000.0,7.39,36,A,debt_consolidation,42500.0,21.63,RENT,3 years,0
3113,26175.0,17.86,60,D,debt_consolidation,62000.0,33.08,MORTGAGE,10+ years,0
7504,5000.0,7.9,36,A,debt_consolidation,85000.0,23.12,RENT,10+ years,0
3542,15400.0,19.47,60,D,debt_consolidation,38500.0,13.62,MORTGAGE,10+ years,0
5902,3500.0,10.47,36,B,credit_card,30000.0,37.44,RENT,6 years,0
2496,10000.0,17.1,36,C,debt_consolidation,59000.0,12.12,RENT,10+ years,1
1303,15000.0,14.99,36,C,debt_consolidation,160000.0,7.55,MORTGAGE,7 years,0
5016,15000.0,9.17,36,B,credit_card,125000.0,10.08,MORTGAGE,10+ years,0
3262,30000.0,19.03,60,D,debt_consolidation,155000.0,9.1,RENT,3 years,0
1557,19050.0,14.65,36,C,debt_consolidation,53000.0,28.53,RENT,3 years,0
1120,18000.0,14.07,60,C,credit_card,84000.0,17.99,RENT,2 years,0
6676,7000.0,10.41,36,B,debt_consolidation,57000.0,17.92,RENT,Unknown,0
10093,14000.0,14.33,60,C,debt_consolidation,105000.0,21.92,MORTGAGE,10+ years,0
2816,20400.0,14.49,36,C,debt_consolidation,95000.0,25.39,MORTGAGE,5 years,1
10292,20000.0,18.25,60,D,credit_card,85000.0,21.35,MORTGAGE,10+ years,0
4651,15000.0,10.47,36,B,credit_card,75000.0,34.86,RENT,10+ years,0
6162,10000.0,8.39,36,B,debt_consolidation,55000.0,23.52,RENT,6 years,0
9085,15000.0,7.89,36,A,debt_consolidation,165000.0,3.41,OWN,5 years,0
7912,7000.0,7.49,36,A,debt_consolidation,62500.0,15.96,MORTGAGE,7 years,0
4788,15000.0,11.99,60,B,debt_consolidation,44160.0,30.71,MORTGAGE,4 years,0
6272,12000.0,9.75,36,B,debt_consolidation,61000.0,34.0,MORTGAGE,5 years,0
1068,4000.0,14.49,36,C,other,30000.0,21.83,RENT,< 1 year,1
6668,16000.0,11.53,36,B,debt_consolidation,70000.0,36.2,OWN,10+ years,0
9482,8000.0,18.25,36,E,debt_consolidation,37000.0,17.35,RENT,2 years,0
9846,30000.0,23.76,60,F,debt_consolidation,95000.0,17.95,RENT,10+ years,0
3046,4800.0,17.56,36,D,other,42500.0,21.4,RENT,< 1 year,0
350,13925.0,13.99,36,C,credit_card,30290.0,21.35,OWN,Unknown,0
2519,21000.0,15.8,60,C,debt_consolidation,125000.0,11.12,RENT,10+ years,1
8757,4000.0,6.49,36,A,debt_consolidation,16000.0,17.15,MORTGAGE,10+ years,0
9435,35000.0,21.0,60,E,debt_consolidation,89000.0,25.0,RENT,9 years,0
3184,17000.0,16.77,60,D,debt_consolidation,70500.0,10.47,MORTGAGE,5 years,1
8094,20000.0,5.32,36,A,home_improvement,104000.0,8.91,MORTGAGE,3 years,0
9150,20000.0,7.89,36,A,credit_card,110000.0,19.79,MORTGAGE,10+ years,0
2016,7475.0,13.49,36,C,debt_consolidation,22000.0,19.26,RENT,< 1 year,1
6682,16500.0,9.99,36,B,debt_consolidation,113000.0,7.29,MORTGAGE,1 year,0
2395,11000.0,13.65,36,C,home_improvement,45000.0,18.05,MORTGAGE,4 years,0
8371,9000.0,7.89,36,A,debt_consolidation,44600.0,27.05,OWN,10+ years,0
10090,30000.0,12.99,60,C,debt_consolidation,125000.0,12.09,RENT,10+ years,0
9484,6000.0,21.15,36,E,vacation,110000.0,13.28,MORTGAGE,6 years,0
9260,6150.0,23.99,36,E,debt_consolidation,50000.0,27.4,RENT,4 years,0
3367,12000.0,17.77,36,D,debt_consolidation,70508.0,22.62,MORTGAGE,3 years,0
1075,32000.0,15.05,36,C,credit_card,123432.0,24.73,RENT,10+ years,1
3512,28000.0,18.99,60,D,debt_consolidation,100000.0,29.8,MORTGAGE,7 years,0
4855,2000.0,9.8,36,B,other,32000.0,16.73,RENT,7 years,1
3336,13500.0,16.29,60,D,debt_consolidation,100000.0,6.3,MORTGAGE,Unknown,1
7902,20000.0,6.97,36,A,credit_card,45000.0,19.92,RENT,Unknown,0
1405,15000.0,15.31,60,C,credit_card,72000.0,38.73,OWN,Unknown,0
1328,6000.0,15.1,36,C,credit_card,60000.0,24.08,RENT,6 years,0
11154,12000.0,12.69,60,C,credit_card,80000.0,9.75,RENT,10+ years,1
10217,26450.0,28.99,60,G,debt_consolidation,63000.0,31.3,RENT,4 years,1
1253,9600.0,15.31,36,C,small_business,40000.0,6.94,RENT,< 1 year,0
3615,19000.0,19.99,60,D,debt_consolidation,72000.0,30.63,MORTGAGE,< 1 year,1
11178,16000.0,14.49,36,C,debt_consolidation,65000.0,31.09,MORTGAGE,10+ years,1
11175,9875.0,17.86,36,D,debt_consolidation,70000.0,38.78,MORTGAGE,8 years,0
4074,5000.0,17.57,36,D,other,46000.0,28.12,MORTGAGE,7 years,0
7691,10000.0,6.97,36,A,debt_consolidation,76000.0,11.48,OWN,8 years,0
7517,22000.0,6.68,36,A,debt_consolidation,100000.0,15.32,RENT,6 years,0
4122,15000.0,18.99,60,D,debt_consolidation,52000.0,24.0,MORTGAGE,3 years,1
11158,19775.0,19.99,36,D,credit_card,43000.0,25.45,RENT,10+ years,1
7712,3000.0,6.68,36,A,debt_consolidation,90000.0,15.85,OWN,10+ years,0
5615,30000.0,9.17,36,B,home_improvement,138000.0,13.05,OWN,10+ years,0
7555,24000.0,6.24,36,A,debt_consolidation,63000.0,15.94,MORTGAGE,4 years,0
9787,28000.0,24.99,60,F,debt_consolidation,115000.0,8.14,MORTGAGE,10+ years,0
9679,5875.0,19.52,36,E,debt_consolidation,19800.0,30.3,OWN,2 years,0
6190,8000.0,11.53,36,B,credit_card,27218.0,24.07,RENT,5 years,0
3860,20000.0,17.57,60,D,debt_consolidation,51900.0,27.98,OWN,10+ years,0
9829,9225.0,22.99,36,F,home_improvement,57000.0,0.99,MORTGAGE,3 years,0
4091,6400.0,16.99,36,D,debt_consolidation,38400.0,22.44,RENT,3 years,0
8434,25000.0,5.32,36,A,home_improvement,115000.0,14.39,MORTGAGE,10+ years,0
7325,14400.0,7.39,36,A,debt_consolidation,57928.0,9.3,MORTGAGE,10+ years,0
9938,16600.0,22.99,60,F,debt_consolidation,83000.0,13.82,RENT,10+ years,1
11159,28000.0,8.9,36,A,debt_consolidation,202000.0,7.76,MORTGAGE,4 years,0
10951,35000.0,11.44,36,B,credit_card,200000.0,18.09,OWN,Unknown,0
759,11950.0,14.99,36,C,debt_consolidation,52000.0,34.0,MORTGAGE,10+ years,0
2435,17575.0,12.99,36,C,debt_consolidation,50000.0,17.23,MORTGAGE,7 years,1
1720,24125.0,14.99,36,C,debt_consolidation,171600.0,11.43,RENT,5 years,0
6233,6800.0,10.65,36,B,credit_card,57000.0,18.63,RENT,< 1 year,0
9214,16500.0,18.25,36,E,debt_consolidation,55000.0,22.29,RENT,6 years,0
5009,22000.0,12.12,60,B,credit_card,91000.0,14.87,MORTGAGE,10+ years,0
6001,8400.0,11.99,36,B,car,34000.0,22.41,RENT,4 years,0
1566,15000.0,13.68,36,C,other,67190.0,18.88,MORTGAGE,10+ years,0
4171,8000.0,19.53,36,D,debt_consolidation,90000.0,22.64,OWN,10+ years,1
1926,6500.0,12.79,36,C,credit_card,32372.0,18.24,RENT,2 years,0
2259,2000.0,13.33,36,C,moving,70000.0,29.5,RENT,9 years,0
8546,18000.0,7.9,36,A,credit_card,117000.0,10.22,RENT,1 year,0
9304,5600.0,19.99,36,E,debt_consolidation,33000.0,36.18,RENT,5 years,1
9356,9600.0,26.3,36,E,debt_consolidation,41000.0,31.4,MORTGAGE,9 years,0
6140,15000.0,9.17,36,B,debt_consolidation,90000.0,13.43,RENT,< 1 year,0
6072,5000.0,13.11,36,B,credit_card,65000.0,5.19,RENT,4 years,0
7661,10000.0,7.89,36,A,home_improvement,87180.0,12.91,MORTGAGE,10+ years,0
3783,28100.0,16.59,36,D,major_purchase,74000.0,2.56,OWN,10+ years,0
8092,18000.0,6.89,36,A,debt_consolidation,125000.0,13.97,MORTGAGE,3 years,0
4073,10000.0,19.22,36,D,vacation,250000.0,4.35,RENT,2 years,1
8269,10000.0,6.03,36,A,debt_consolidation,124500.0,16.59,MORTGAGE,10+ years,0
5226,6900.0,8.24,36,B,debt_consolidation,40000.0,13.92,MORTGAGE,Unknown,0
5529,15000.0,10.99,36,B,debt_consolidation,59000.0,16.23,RENT,< 1 year,0
402,25000.0,12.74,60,C,debt_consolidation,190000.0,7.54,MORTGAGE,< 1 year,1
32,3200.0,15.31,36,C,debt_consolidation,23000.0,28.18,OWN,2 years,0
8793,20000.0,6.92,36,A,debt_consolidation,75000.0,25.12,MORTGAGE,10+ years,0
3994,30500.0,15.59,36,D,debt_consolidation,89000.0,25.9,RENT,10+ years,1
1334,4500.0,13.59,36,C,debt_consolidation,65000.0,22.53,MORTGAGE,10+ years,0
10017,25000.0,18.2,60,E,house,104000.0,18.01,OWN,10+ years,1
6375,5000.0,9.99,36,B,home_improvement,75000.0,23.21,OWN,4 years,0
3291,11325.0,18.75,36,D,debt_consolidation,40000.0,8.67,MORTGAGE,2 years,0
5522,4000.0,12.49,36,B,debt_consolidation,95000.0,20.78,MORTGAGE,10+ years,0
8987,16000.0,7.9,36,A,home_improvement,50000.0,11.07,MORTGAGE,2 years,0
3731,6000.0,20.39,36,D,debt_consolidation,165000.0,17.69,RENT,2 years,0
2175,24000.0,13.18,60,C,debt_consolidation,96000.0,13.98,MORTGAGE,10+ years,0
8433,17425.0,6.03,36,A,debt_consolidation,67000.0,28.23,MORTGAGE,4 years,0
5928,9650.0,10.64,36,B,credit_card,52000.0,22.64,RENT,8 years,1
2668,20000.0,11.99,36,C,debt_consolidation,48000.0,35.78,RENT,10+ years,0
10056,10000.0,11.99,36,B,debt_consolidation,63900.0,23.06,MORTGAGE,10+ years,0
839,14400.0,13.67,60,C,debt_consolidation,55000.0,7.79,RENT,< 1 year,1
3614,16200.0,16.99,60,D,debt_consolidation,45000.0,28.05,RENT,< 1 year,0
7829,15000.0,7.89,36,A,debt_consolidation,72000.0,11.85,MORTGAGE,10+ years,0
4098,4250.0,16.99,36,D,debt_consolidation,29300.0,13.31,MORTGAGE,10+ years,1
4109,3425.0,18.24,36,D,debt_consolidation,19000.0,7.33,OWN,< 1 year,0
7044,20000.0,11.53,36,B,credit_card,60895.0,8.71,MORTGAGE,10+ years,0
8512,6000.0,5.32,36,A,debt_consolidation,45000.0,19.84,RENT,4 years,0
356,22500.0,15.31,36,C,debt_consolidation,45000.0,25.87,RENT,8 years,1
2737,5725.0,13.35,36,C,debt_consolidation,64000.0,13.78,RENT,4 years,0
10080,17475.0,17.1,60,C,debt_consolidation,80000.0,23.78,MORTGAGE,8 years,0
748,10000.0,15.22,36,C,credit_card,40000.0,31.23,MORTGAGE,6 years,1
8283,9500.0,6.62,36,A,debt_consolidation,82200.0,18.57,MORTGAGE,3 years,0
6677,18000.0,10.16,36,B,credit_card,60000.0,11.4,MORTGAGE,10+ years,0
5231,24000.0,10.99,36,B,credit_card,125000.0,12.96,MORTGAGE,10+ years,0
4580,8000.0,9.99,36,B,debt_consolidation,50000.0,20.52,RENT,9 years,0
193,6000.0,16.2,36,C,debt_consolidation,32000.0,10.09,OWN,5 years,0
4913,9000.0,8.49,36,B,credit_card,75000.0,8.91,OWN,10+ years,1
5826,10000.0,11.67,36,B,other,61000.0,27.92,RENT,3 years,0
3170,8875.0,18.25,36,D,debt_consolidation,26000.0,25.16,RENT,3 years,0
5728,15000.0,11.99,36,B,debt_consolidation,90000.0,20.89,RENT,7 years,1
8277,21000.0,8.6,36,A,debt_consolidation,172028.64,7.37,MORTGAGE,4 years,0
3958,33600.0,17.27,36,D,debt_consolidation,78000.0,40.01,MORTGAGE,Unknown,0
2521,2000.0,13.99,36,C,credit_card,38959.0,20.09,RENT,10+ years,0
6501,11000.0,11.53,36,B,credit_card,65000.0,13.33,OWN,10+ years,0
1631,12000.0,14.65,36,C,debt_consolidation,60000.0,24.3,RENT,2 years,0
8282,4500.0,7.24,36,A,credit_card,61265.0,23.23,ANY,3 years,0
8752,12000.0,7.59,36,A,credit_card,90000.0,15.68,MORTGAGE,10+ years,0
6099,10000.0,11.67,36,B,debt_consolidation,50000.0,25.59,MORTGAGE,9 years,0
9884,20000.0,23.28,36,F,debt_consolidation,120000.0,29.78,MORTGAGE,8 years,0
657,8000.0,13.18,36,C,debt_consolidation,62000.0,22.3,RENT,2 years,0
1038,4800.0,13.68,36,C,debt_consolidation,16000.0,16.13,MORTGAGE,Unknown,0
2473,19200.0,13.99,60,C,debt_consolidation,79000.0,31.25,MORTGAGE,10+ years,0
6572,21000.0,9.49,36,B,debt_consolidation,104000.0,23.25,RENT,2 years,0
846,10800.0,12.39,36,C,debt_consolidation,50000.0,23.04,MORTGAGE,6 years,0
1191,5600.0,12.99,36,C,other,38000.0,21.13,OWN,6 years,0
1797,10000.0,14.49,60,C,debt_consolidation,53000.0,30.08,MORTGAGE,5 years,1
6273,10000.0,11.39,60,B,debt_consolidation,60000.0,19.64,MORTGAGE,5 years,1
1901,10000.0,13.98,36,C,debt_consolidation,55000.0,27.86,MORTGAGE,10+ years,0
10925,10000.0,20.0,36,D,other,55000.0,1.18,MORTGAGE,3 years,0
9861,17600.0,23.28,60,F,other,70000.0,16.06,RENT,2 years,0
3826,21200.0,19.97,60,D,debt_consolidation,94000.0,7.74,RENT,10+ years,1
7911,5000.0,7.9,36,A,small_business,26400.0,4.41,RENT,5 years,0
3053,30000.0,16.99,36,D,debt_consolidation,150000.0,26.3,RENT,1 year,0
1519,10000.0,13.33,36,C,credit_card,70000.0,26.28,MORTGAGE,1 year,1
4988,3625.0,11.39,36,B,car,70000.0,18.65,OWN,3 years,0
108,24000.0,14.65,36,C,home_improvement,107363.0,28.34,MORTGAGE,2 years,0
9379,28000.0,18.25,60,E,debt_consolidation,75000.0,14.8,RENT,< 1 year,1
3791,22675.0,18.99,36,D,debt_consolidation,54000.0,33.24,MORTGAGE,Unknown,0
8818,25000.0,7.89,36,A,credit_card,106250.0,31.12,OWN,10+ years,0
3748,22400.0,19.53,60,D,credit_card,72000.0,23.48,MORTGAGE,10+ years,0
9483,7400.0,23.88,36,E,other,85000.0,34.12,MORTGAGE,Unknown,0
9856,18000.0,28.72,60,F,debt_consolidation,90000.0,19.4,MORTGAGE,4 years,1
1161,12000.0,14.99,60,C,credit_card,40000.0,33.51,RENT,5 years,0
8783,13000.0,7.89,36,A,debt_consolidation,60000.0,29.34,MORTGAGE,10+ years,0
1311,6000.0,13.99,36,C,credit_card,68000.0,9.05,MORTGAGE,7 years,0
1684,15000.0,12.99,36,C,credit_card,180000.0,20.02,MORTGAGE,9 years,0
4484,15000.0,9.17,36,B,credit_card,80000.0,21.2,MORTGAGE,2 years,0
11138,6000.0,11.48,36,B,home_improvement,50000.0,16.73,MORTGAGE,< 1 year,0
4650,12000.0,9.16,36,B,debt_consolidation,50000.0,29.51,MORTGAGE,< 1 year,0
8369,30000.0,6.71,36,A,debt_consolidation,110000.0,21.67,MORTGAGE,6 years,0
7016,28000.0,11.47,60,B,debt_consolidation,235000.0,14.5,MORTGAGE,1 year,0
6735,28000.0,12.99,36,B,debt_consolidation,103000.0,13.92,MORTGAGE,2 years,0
9234,20725.0,21.49,60,E,debt_consolidation,110000.0,13.58,OWN,2 years,0
4925,15500.0,10.42,60,B,credit_card,45000.0,26.13,RENT,6 years,0
9194,14000.0,21.97,60,E,debt_consolidation,35000.0,27.91,RENT,2 years,1
8417,40000.0,7.99,36,A,debt_consolidation,250000.0,5.33,MORTGAGE,10+ years,0
5335,32350.0,10.16,36,B,debt_consolidation,72000.0,16.08,MORTGAGE,6 years,0
10075,17700.0,13.33,36,C,credit_card,42000.0,14.63,RENT,5 years,1
10542,4000.0,12.39,36,C,debt_consolidation,40000.0,13.41,RENT,3 years,0
10612,9000.0,5.32,36,A,major_purchase,75000.0,8.13,RENT,2 years,0
282,11275.0,13.49,36,C,debt_consolidation,125000.0,4.34,RENT,10+ years,0
3641,35000.0,16.99,60,D,debt_consolidation,108000.0,34.08,OWN,10+ years,0
5139,10000.0,11.49,36,B,car,38000.0,10.27,RENT,10+ years,1
9265,18900.0,22.45,60,E,debt_consolidation,45000.0,23.25,OWN,4 years,1
62,23250.0,12.99,60,C,credit_card,46500.0,38.88,RENT,4 years,0
7715,24000.0,7.49,36,A,debt_consolidation,145000.0,16.75,MORTGAGE,3 years,0
5714,30000.0,9.16,60,B,home_improvement,220000.0,19.34,MORTGAGE,5 years,0
7051,16500.0,10.91,36,B,debt_consolidation,59000.0,27.77,MORTGAGE,2 years,0
6300,28000.0,12.42,60,B,major_purchase,130000.0,6.66,MORTGAGE,4 years,0
10186,4000.0,13.18,36,C,debt_consolidation,10500.0,15.09,RENT,Unknown,0
8008,2000.0,6.97,36,A,debt_consolidation,20000.0,16.57,RENT,10+ years,0
6602,36000.0,10.75,36,B,debt_consolidation,72800.0,30.63,OWN,1 year,0
2916,15000.0,15.61,36,D,debt_consolidation,97000.0,7.08,RENT,10+ years,1
3067,10200.0,17.57,60,D,house,204000.0,0.82,MORTGAGE,3 years,0
6064,12000.0,9.17,36,B,debt_consolidation,65000.0,13.42,MORTGAGE,10+ years,0
3315,24000.0,21.45,60,D,debt_consolidation,80000.0,21.12,MORTGAGE,10+ years,0
4962,28000.0,11.49,36,B,debt_consolidation,100000.0,14.45,MORTGAGE,10+ years,0
5776,5000.0,12.12,36,B,credit_card,65000.0,14.68,MORTGAGE,2 years,0
1996,14000.0,13.99,36,C,debt_consolidation,55000.0,8.73,RENT,2 years,0
11123,13800.0,7.39,36,A,credit_card,42000.0,19.69,MORTGAGE,10+ years,0
3116,10750.0,16.99,36,D,debt_consolidation,41580.0,31.54,MORTGAGE,10+ years,0
10355,10000.0,6.92,36,A,debt_consolidation,56000.0,4.54,RENT,1 year,0
1155,7200.0,13.98,36,C,debt_consolidation,70000.0,11.18,MORTGAGE,10+ years,0
6215,14000.0,9.16,36,B,debt_consolidation,76000.0,22.3,OWN,5 years,0
9076,14000.0,7.69,36,A,credit_card,148250.0,17.59,MORTGAGE,10+ years,0
7356,20000.0,8.39,36,A,debt_consolidation,64000.0,17.85,MORTGAGE,8 years,0
9394,9425.0,20.5,36,E,credit_card,35000.0,40.95,MORTGAGE,7 years,1
6390,20000.0,9.16,36,B,debt_consolidation,119500.0,14.39,MORTGAGE,10+ years,0
9782,14000.0,19.36,60,F,debt_consolidation,61000.0,18.18,MORTGAGE,10+ years,0
5845,10000.0,8.18,36,B,home_improvement,26380.0,27.16,OWN,6 years,1
8212,8000.0,7.69,36,A,debt_consolidation,60000.0,12.49,RENT,< 1 year,0
4750,9000.0,11.14,36,B,debt_consolidation,70000.0,7.42,MORTGAGE,7 years,0
11151,35000.0,18.25,60,D,debt_consolidation,165000.0,11.75,MORTGAGE,10+ years,0
4930,1000.0,9.99,36,B,debt_consolidation,40000.0,13.05,RENT,2 years,0
990,18000.0,13.99,60,C,debt_consolidation,100000.0,25.37,MORTGAGE,3 years,0
218,35000.0,14.65,60,C,debt_consolidation,99000.0,22.25,MORTGAGE,< 1 year,1
10416,8000.0,11.49,36,B,debt_consolidation,91000.0,11.78,RENT,9 years,0
8800,18000.0,7.89,36,A,credit_card,119000.0,12.89,OWN,8 years,0
4232,12000.0,18.49,36,D,debt_consolidation,48000.0,23.6,RENT,10+ years,1
1730,24000.0,14.65,60,C,credit_card,115000.0,34.93,RENT,6 years,0
10978,19750.0,12.12,36,B,credit_card,45000.0,25.48,RENT,2 years,0
8536,30000.0,7.99,36,A,debt_consolidation,130000.0,11.67,RENT,4 years,0
8238,10000.0,7.49,36,A,credit_card,52000.0,13.29,RENT,3 years,0
6253,30000.0,9.99,36,B,debt_consolidation,122000.0,10.96,MORTGAGE,10+ years,0
6308,18000.0,11.49,36,B,credit_card,120000.0,15.36,MORTGAGE,1 year,0
10146,6000.0,6.99,36,A,credit_card,40000.0,5.22,RENT,10+ years,0
2201,14500.0,13.99,60,C,credit_card,41000.0,33.14,RENT,< 1 year,1
1502,5500.0,13.99,36,C,debt_consolidation,35000.0,15.4,MORTGAGE,1 year,0
6690,18000.0,10.49,60,B,debt_consolidation,79000.0,17.25,OWN,9 years,0
3259,15000.0,17.57,36,D,debt_consolidation,68000.0,18.85,MORTGAGE,10+ years,0
1821,14000.0,11.99,60,C,debt_consolidation,66600.0,14.54,MORTGAGE,1 year,0
8733,20850.0,7.49,36,A,debt_consolidation,100000.0,11.75,MORTGAGE,< 1 year,0
9669,10500.0,18.49,60,E,debt_consolidation,70000.0,28.97,MORTGAGE,8 years,1
349,10200.0,13.99,60,C,debt_consolidation,52000.0,23.0,RENT,< 1 year,0
4326,16000.0,11.99,60,B,debt_consolidation,105000.0,14.02,MORTGAGE,10+ years,0
10857,20000.0,14.99,36,C,debt_consolidation,65000.0,29.4,MORTGAGE,10+ years,0
1769,8000.0,15.05,36,C,other,65000.0,23.31,RENT,10+ years,1
10032,25000.0,5.93,36,A,credit_card,160000.0,14.06,RENT,6 years,0
10963,14000.0,12.79,60,C,other,60000.0,3.16,RENT,1 year,1
3766,4000.0,14.84,36,D,debt_consolidation,47000.0,13.02,RENT,1 year,0
9774,13450.0,25.09,60,F,debt_consolidation,70000.0,27.82,MORTGAGE,8 years,0
6489,1500.0,11.39,36,B,other,18000.0,9.47,RENT,4 years,0
5030,6400.0,9.49,36,B,credit_card,90000.0,2.33,MORTGAGE,10+ years,1
3897,12000.0,18.25,60,D,debt_consolidation,43000.0,12.28,MORTGAGE,10+ years,0
6697,4000.0,9.44,36,B,debt_consolidation,27000.0,6.13,OWN,Unknown,1
5941,4200.0,10.64,36,B,other,58000.0,17.38,RENT,2 years,0
824,8825.0,13.99,36,C,credit_card,35000.0,23.25,RENT,1 year,0
9429,20000.0,18.25,60,E,other,60000.0,23.9,MORTGAGE,4 years,0
6702,9075.0,11.44,36,B,major_purchase,37000.0,13.52,MORTGAGE,Unknown,0
10739,18600.0,9.17,36,B,debt_consolidation,52000.0,15.05,MORTGAGE,10+ years,1
6207,20000.0,10.56,36,B,debt_consolidation,70000.0,33.07,MORTGAGE,< 1 year,1
8291,20000.0,7.49,36,A,debt_consolidation,65000.0,31.74,RENT,7 years,1
3225,5125.0,20.0,36,D,credit_card,12204.0,34.41,RENT,Unknown,0
6564,5600.0,10.62,36,B,major_purchase,48000.0,9.82,RENT,7 years,0
900,7000.0,14.99,36,C,debt_consolidation,46000.0,22.12,MORTGAGE,6 years,0
7451,8000.0,6.89,36,A,debt_consolidation,54000.0,9.31,MORTGAGE,9 years,0
8837,30000.0,6.89,36,A,debt_consolidation,112035.0,26.69,MORTGAGE,8 years,0
10352,20000.0,10.99,36,B,home_improvement,165000.0,3.33,RENT,1 year,0
6264,23300.0,9.93,60,B,credit_card,145000.0,14.67,MORTGAGE,4 years,0
6704,15000.0,9.99,36,B,debt_consolidation,72000.0,29.4,MORTGAGE,7 years,0
5221,12000.0,10.99,60,B,credit_card,64000.0,23.59,RENT,6 years,0
9752,9750.0,20.3,60,E,debt_consolidation,60000.0,15.94,RENT,< 1 year,0
10101,9450.0,6.03,36,A,other,67000.0,20.18,RENT,1 year,0
10964,4200.0,9.44,36,B,debt_consolidation,45000.0,9.97,RENT,4 years,0
2781,16000.0,14.99,60,C,small_business,95000.0,21.98,OWN,4 years,0
7430,15000.0,6.24,36,A,debt_consolidation,62000.0,21.36,RENT,< 1 year,0
6186,2200.0,11.49,36,B,small_business,18000.0,3.2,MORTGAGE,6 years,1
10158,35000.0,18.54,60,E,home_improvement,70216.0,9.96,MORTGAGE,10+ years,1
9632,24575.0,18.99,60,E,debt_consolidation,56000.0,30.39,OWN,10+ years,1
4174,8000.0,17.99,36,D,debt_consolidation,80000.0,25.35,OWN,10+ years,1
8701,8400.0,7.97,36,A,debt_consolidation,86000.0,9.13,MORTGAGE,10+ years,0
2471,10800.0,12.74,60,C,debt_consolidation,50000.0,27.27,RENT,5 years,0
6497,12000.0,11.49,36,B,credit_card,42000.0,21.86,RENT,4 years,0
6870,6500.0,10.47,36,B,other,24000.0,40.35,RENT,8 years,0
8380,24000.0,5.32,36,A,debt_consolidation,66000.0,21.81,MORTGAGE,10+ years,0
2873,4200.0,12.69,36,C,home_improvement,34716.0,13.27,RENT,Unknown,0
10993,25000.0,6.03,36,A,home_improvement,93800.0,18.57,MORTGAGE,10+ years,0
5242,5000.0,11.67,36,B,debt_consolidation,35000.0,17.22,RENT,3 years,0
10718,5000.0,11.99,36,C,debt_consolidation,35000.0,21.84,MORTGAGE,10+ years,0
6122,16000.0,8.67,36,B,debt_consolidation,120000.0,18.71,RENT,7 years,0
10937,30000.0,30.74,36,F,debt_consolidation,80000.0,24.68,OWN,< 1 year,1
10027,5950.0,11.14,36,B,debt_consolidation,75000.0,16.79,MORTGAGE,9 years,0
10810,10000.0,23.88,36,E,other,80000.0,27.26,RENT,10+ years,1
354,35000.0,16.02,60,C,debt_consolidation,72000.0,14.43,MORTGAGE,< 1 year,0
7432,20000.0,5.93,36,A,credit_card,147000.0,7.71,MORTGAGE,10+ years,0
995,21000.0,16.02,60,C,credit_card,51000.0,26.82,RENT,10+ years,0
9298,6000.0,20.5,36,E,debt_consolidation,27012.0,40.92,OWN,Unknown,1
8102,16000.0,7.12,36,A,debt_consolidation,170000.0,7.72,MORTGAGE,7 years,0
4946,20000.0,9.99,36,B,home_improvement,113000.0,7.66,MORTGAGE,10+ years,0
3129,20500.0,20.89,60,D,debt_consolidation,40000.0,20.55,MORTGAGE,4 years,0
8056,4900.0,7.88,36,A,other,23350.0,4.42,RENT,8 years,0
1976,12000.0,13.67,36,C,home_improvement,145000.0,5.63,MORTGAGE,2 years,0
4539,6400.0,10.99,36,B,debt_consolidation,45000.0,16.51,MORTGAGE,3 years,0
7063,20000.0,9.75,36,B,debt_consolidation,101760.0,31.8,MORTGAGE,10+ years,0
1669,9600.0,12.62,36,C,credit_card,40000.0,46.92,MORTGAGE,3 years,1
5479,16000.0,8.67,60,B,home_improvement,82000.0,26.2,MORTGAGE,10+ years,0
